TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper	N_Paper_Total
ZNF598	90850	human	TRUE	0	0	FALSE	FALSE	0	20
ZNF599	148103	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF600	162966	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF605	100289635	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF606	80095	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF607	84775	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF608	57507	human	TRUE	0	0	FALSE	FALSE	0	16
ZNF609	23060	human	TRUE	0	0	FALSE	FALSE	0	21
ZNF610	162963	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF611	81856	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF613	79898	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF614	80110	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF615	284370	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF616	90317	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF618	114991	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF619	285267	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF620	253639	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF621	285268	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF623	9831	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF624	57547	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF625	90589	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF627	199692	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF628	89887	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF629	23361	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF630	57232	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF639	51193	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF641	121274	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF644	84146	human	TRUE	0	0	FALSE	FALSE	0	22
ZNF646	9726	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF648	127665	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF649	65251	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF654	55279	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF655	79027	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF658	26149	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF660	285349	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF662	389114	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF664	144348	human	TRUE	0	0	FALSE	FALSE	0	14
ZNF665	79788	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF667	63934	human	TRUE	0	0	FALSE	FALSE	0	22
ZNF669	79862	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF672	79894	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF674	641339	human	TRUE	0	0	FALSE	FALSE	0	14
ZNF675	171392	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF676	163223	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF677	342926	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF678	339500	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF679	168417	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF680	340252	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF681	148213	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF682	91120	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF683	257101	human	TRUE	0	0	FALSE	FALSE	0	10
ZNF684	127396	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF687	57592	human	TRUE	0	0	FALSE	FALSE	0	12
ZNF688	146542	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF689	115509	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF69	7620	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF691	51058	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF692	55657	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF695	57116	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF696	79943	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF697	90874	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF699	374879	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF7	7553	human	TRUE	0	0	FALSE	FALSE	0	14
ZNF70	7621	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF700	90592	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF701	55762	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF703	80139	human	TRUE	0	0	FALSE	FALSE	0	65
ZNF704	619279	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF705B	100132396	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF705D	728957	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF705E	100131539	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF705G	100131980	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF706	51123	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF708	7562	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF709	163051	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF71	58491	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF710	374655	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF711	7552	human	TRUE	0	0	FALSE	FALSE	0	16
ZNF714	148206	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF716	441234	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF717	100131827	human	TRUE	0	0	FALSE	FALSE	0	11
ZNF718	255403	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF721	170960	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF726	730087	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF727	442319	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF728	388523	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF729	100287226	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF730	100129543	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF732	654254	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF735	730291	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF736	728927	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF737	100129842	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF74	7625	human	TRUE	0	0	FALSE	FALSE	0	19
ZNF740	283337	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF747	65988	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF749	388567	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF750	79755	human	TRUE	0	0	FALSE	FALSE	0	57
ZNF75A	7627	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF75D	7626	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF761	388561	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF763	284390	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF764	92595	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF765	91661	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF766	90321	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF768	79724	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF77	58492	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF770	54989	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF771	51333	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF772	400720	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF773	374928	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF775	285971	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF776	284309	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF777	27153	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF778	197320	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF780A	284323	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF780B	163131	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF781	163115	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF782	158431	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF783	100289678	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF784	147808	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF785	146540	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF786	136051	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF787	126208	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF789	285989	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF79	7633	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF790	388536	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF791	163049	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF792	126375	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF793	390927	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF799	90576	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF8	7554	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF80	7634	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF800	168850	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF804B	219578	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF805	390980	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF808	388558	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF81	347344	human	TRUE	0	0	FALSE	FALSE	0	16
ZNF813	126017	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF814	730051	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF816	125893	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF821	55565	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF823	55552	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF829	374899	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF83	55769	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF830	91603	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF831	128611	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF835	90485	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF836	162962	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF837	116412	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF84	7637	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF841	284371	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF843	283933	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF844	284391	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF845	91664	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF846	162993	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF85	7639	human	TRUE	0	0	FALSE	FALSE	0	11
ZNF850	342892	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF852	285346	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF853	54753	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF860	344787	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF865	100507290	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF878	729747	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF879	345462	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF880	400713	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF883	169834	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF891	101060200	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF90	7643	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF91	7644	human	TRUE	0	0	FALSE	FALSE	0	26
ZNF92	168374	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF93	81931	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF98	148198	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF99	7652	human	TRUE	0	0	FALSE	FALSE	0	2
ZSCAN1	284312	human	TRUE	0	0	FALSE	FALSE	0	1
ZSCAN2	54993	human	TRUE	0	0	FALSE	FALSE	0	1
ZSCAN20	7579	human	TRUE	0	0	FALSE	FALSE	0	2
ZSCAN21	7589	human	TRUE	0	0	FALSE	FALSE	0	16
ZSCAN22	342945	human	TRUE	0	0	FALSE	FALSE	0	1
ZSCAN23	222696	human	TRUE	0	0	FALSE	FALSE	0	2
ZSCAN25	221785	human	TRUE	0	0	FALSE	FALSE	0	NA
ZSCAN26	7741	human	TRUE	0	0	FALSE	FALSE	0	NA
ZSCAN29	146050	human	TRUE	0	0	FALSE	FALSE	0	1
ZSCAN30	100101467	human	TRUE	0	0	FALSE	FALSE	0	NA
ZSCAN31	64288	human	TRUE	0	0	FALSE	FALSE	0	2
ZSCAN32	54925	human	TRUE	0	0	FALSE	FALSE	0	NA
ZSCAN5A	79149	human	TRUE	0	0	FALSE	FALSE	0	1
ZSCAN5B	342933	human	TRUE	0	0	FALSE	FALSE	0	2
ZUP1	221302	human	TRUE	0	0	FALSE	FALSE	0	5
ZXDB	158586	human	TRUE	0	0	FALSE	FALSE	0	4
