DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	PubMed_IDs	Databases
tri_10692	STAT1	SPIB	17558387	TFe
tri_10693	STAT1	SRF	17558387	TFe
tri_10694	STAT1	SRY	17558387	TFe
tri_10695	STAT1	TCF4	17558387	TFe
tri_10696	STAT1	TCF3	17558387	TFe
tri_10697	STAT1	TEAD1	17558387	TFe
tri_10698	STAT1	TFAP2A	17558387	TFe
tri_10699	STAT1	NR2F1	17558387	TFe
tri_10700	STAT1	TP53	17558387, 14602726, 24655378	TFe, TRRUST
tri_10701	STAT1	INS-IGF2	17558387	TFe
tri_10702	STAT1	UGT8	17558387	TFe
tri_10703	STAT1	NR1H2	17558387	TFe
tri_10704	STAT1	USF1	17558387	TFe
tri_10705	STAT1	USF2	17558387	TFe
tri_10706	STAT1	VDR	17558387	TFe
tri_10707	STAT1	WARS	8132584	TFe
tri_10708	STAT1	YY1	17558387	TFe
tri_10709	STAT1	MZF1	17558387	TFe
tri_10710	STAT1	SPZ1	17558387	TFe
tri_10711	STAT1	RUNX1	17558387	TFe
tri_10712	STAT1	PHOX2B	17558387	TFe
tri_10713	STAT1	MVP	16418217	TFe, TRRUST
tri_17281	STAT1	ACAT1	18000807	TRRUST
tri_17282	STAT1	APP	9841227	TRRUST
tri_17283	STAT1	BAX	17346710	TRRUST
tri_17284	STAT1	CCR1	16628196	TRRUST
tri_17285	STAT1	CD22	12855573	TRRUST
tri_17286	STAT1	CD40LG	12855573	TRRUST
tri_17287	STAT1	CEBPE	16918696	TRRUST
tri_17288	STAT1	CFTR	19061877	TRRUST
tri_17289	STAT1	CHAT	12425940	TRRUST
tri_17290	STAT1	CTSB	11556541	TRRUST
tri_17291	STAT1	CTSL	11556541	TRRUST
tri_17292	STAT1	EDN1	20217138	TRRUST
tri_17293	STAT1	EGFR	10558875, 22693070	TRRUST
tri_17294	STAT1	FGF2	23086340	TRRUST
tri_17295	STAT1	FGFR3	16410555	TRRUST
tri_17296	STAT1	FOXP3	19124747	TRRUST
tri_17297	STAT1	GAST	20568281, 20949125	TRRUST
tri_17298	STAT1	HMOX1	19129475	TRRUST
tri_17299	STAT1	HSP90AA1	12940076	TRRUST
tri_17300	STAT1	IFIT3	17050680	TRRUST
tri_17301	STAT1	IFNLR1	20372826	TRRUST
tri_17302	STAT1	IL1R1	15972639	TRRUST
tri_17303	STAT1	IL27	22761702, 18292493	TRRUST
tri_17304	STAT1	IVL	10585866	TRRUST
tri_17305	STAT1	JAK2	21239533	TRRUST
tri_17306	STAT1	KRT17	21796151	TRRUST
tri_17307	STAT1	LCN2	24391115	TRRUST
tri_17308	STAT1	LY96	21572044	TRRUST
tri_17309	STAT1	MMP13	17179173	TRRUST
tri_17310	STAT1	MMP9	19965686	TRRUST
tri_17311	STAT1	MUC4	19757157, 22537161	TRRUST
tri_17312	STAT1	NOX1	19834108	TRRUST
tri_17313	STAT1	NOX4	19834108	TRRUST
tri_17314	STAT1	NOX5	22348975	TRRUST
tri_17315	STAT1	OPRM1	15448191	TRRUST
tri_17316	STAT1	PIM1	10068671	TRRUST
tri_17317	STAT1	PLSCR1	16260419	TRRUST
tri_17318	STAT1	PML	21115099, 22589541, 15519999	TRRUST
tri_17319	STAT1	PPARA	24242046	TRRUST
tri_17320	STAT1	PRKCE	24825907	TRRUST
tri_17321	STAT1	PSMB9	10764778, 10921891, 16703666, 9632673	TRRUST
tri_17322	STAT1	PTGS2	12586443, 10433370, 16685393	TRRUST
tri_17323	STAT1	S100A10	12645529	TRRUST
tri_17324	STAT1	SCARB1	17998316	TRRUST
tri_17325	STAT1	SMARCA4	16195385	TRRUST
tri_17326	STAT1	STAT3	22693070	TRRUST
tri_17327	STAT1	TIMP1	11918744	TRRUST
tri_17328	STAT1	TLR3	16628196	TRRUST
tri_17329	STAT1	UPP1	20544543	TRRUST
tri_17330	STAT1	XAF1	18035482	TRRUST
tri_21906	STAT1	BACE1	18341989	TRRUST
tri_21907	STAT1	CD36	17533179	TRRUST, Current
tri_21908	STAT1	CEBPD	15930175	TRRUST
tri_21909	STAT1	DUOX2	23296709	TRRUST
tri_21910	STAT1	MDM2	14602726	TRRUST
tri_21911	STAT1	PDCD1	18771758	TRRUST
tri_21912	STAT1	RC3H1	25062971	TRRUST
tri_21913	STAT1	RUNX2	12923053	TRRUST
tri_22560	STAT1	PPIP5K2	22951020	ORegAnno_LC
tri_22566	STAT1	IGFLR1	22951020	ORegAnno_LC
tri_22610	STAT1	CXCL8	18370868	TFactS
tri_23294	STAT1	GPR146	28464285	Current
tri_23295	STAT1	POU3F1	20687925	Current
tri_00009	CREB1	IL2	8814256, 12370343, 12626549, 15841182, 11313407	CytReg, InnateDB, TRRUST
tri_00017	CREB1	IL10	17202341, 10540320, 19564345, 26408955, 22140263	CytReg, HTRIdb_LC, TRRUST
tri_00021	CREB1	CCL5	11413310, 12388374, 7513046	CytReg, InnateDB, TRRUST
tri_00028	CREB1	TGFB2	11776974	CytReg
tri_00029	CREB1	IFNG	11907114, 7759501, 18641343, 20685939, 15879136, 16713974, 20006311	CytReg, HTRIdb_LC, InnateDB, TRRUST, Current
tri_00032	CREB1	CCL4	16443828, 24038085	CytReg, InnateDB
tri_00035	CREB1	IL1B	10383163, 24038085	CytReg
tri_00310	CREB1	CXCL8	17471497, 24038085	CytReg, InnateDB
tri_00338	CREB1	IL32	20889550	CytReg
tri_00683	CREB1	CCL3	24038085	CytReg, InnateDB
tri_00818	CREB1	IL6	20160059, 23874122, 8725624	CytReg, TRRUST
tri_00835	CREB1	TNF	24038085	CytReg
tri_00843	CREB1	TNFSF11	16914731, 15731115, 19880655, 17053039	CytReg
tri_00901	CREB1	TGFB3	28148567	CytReg
tri_01130	CREB1	TNFSF13B	18334541	CytReg
tri_01583	CREB1	CTLA4	23024062	ENdb
tri_01585	CREB1	SLC2A3	23321477, 15054091	ENdb, TRRUST
tri_01838	CREB1	BCL2	8816467, 10542244, 17290286, 19626458, 12679364	HTRIdb_LC, TRRUST, Current
tri_01839	CREB1	CDKN2A	19340300	HTRIdb_LC
tri_01840	CREB1	FN1	8803927, 1404598	HTRIdb_LC, TFe
tri_01841	CREB1	GNRH2	18599546	HTRIdb_LC
tri_01842	CREB1	HCRTR2	20156195	HTRIdb_LC, Current
tri_01843	CREB1	MUC5AC	18676374	HTRIdb_LC, TRRUST
tri_01844	CREB1	SERPINE1	20136501	HTRIdb_LC
tri_01845	CREB1	PCSK1	8999965	HTRIdb_LC, TRRUST
tri_01846	CREB1	REN	8645191, 8914017, 12591615, 11564732	HTRIdb_LC, TFe, TRRUST
tri_01847	CREB1	SPRR1B	20042643	HTRIdb_LC
tri_01848	CREB1	STAR	18583320	HTRIdb_LC
tri_01849	CREB1	UGT8	15229398	HTRIdb_LC, TFe
tri_01850	CREB1	UXT	17761951	HTRIdb_LC, TRRUST
tri_01851	CREB1	NOLC1	21266110	HTRIdb_LC, TRRUST
tri_01852	CREB1	RAB25	21075212	HTRIdb_LC
tri_01853	CREB1	MALAT1	20149803	HTRIdb_LC
tri_03838	CREB1	CEBPG	17471507	InnateDB
tri_04128	CREB1	not_applicable	18724371	InnateDB
tri_04141	CREB1	CAMP	19531482	InnateDB
tri_04198	CREB1	DUSP1	19585511, 14973073	InnateDB, TFactS
tri_04242	CREB1	RAB4B	17175541	InnateDB
tri_04263	CREB1	PMAIP1	16832344	InnateDB
tri_04295	CREB1	CIITA	12391222	InnateDB
tri_04460	CREB1	SLC2A11	18034423	InnateDB
tri_04470	CREB1	ALS2	15753290	InnateDB
tri_04471	CREB1	ID1	15753290	InnateDB
tri_04472	CREB1	ING4	15753290	InnateDB
tri_04473	CREB1	MAF	15753290	InnateDB
tri_04474	CREB1	NR4A2	15753290, 11884470	InnateDB, TFe
tri_04475	CREB1	CDC37	15753290	InnateDB
tri_04490	CREB1	NOS2	18586011	InnateDB
tri_04593	CREB1	PTGS2	16319525, 17962194, 22919060, 12695520, 14552705, 15213229, 17143503, 17996688	InnateDB, TFactS, TRRUST
tri_04661	CREB1	FOS	18641343, 9571041, 12432566, 8810350, 1840296, 15466214, 18180320	InnateDB, TFe, TRRUST, Current
tri_04687	CREB1	HLA-DRA	10072067	InnateDB
tri_04978	CREB1	CD14	17327484	InnateDB
tri_05554	CREB1	PLA2G4A	20203101	InnateDB
tri_05615	CREB1	KIR3DL1	16818466	InnateDB
tri_05675	CREB1	CCND3	18160048	InnateDB
tri_05677	CREB1	EGR1	18160048	InnateDB
tri_05681	CREB1	KIF26B	18160048	InnateDB
tri_05682	CREB1	APP	18160048	InnateDB
tri_05683	CREB1	ASCC3	18160048	InnateDB
tri_05684	CREB1	CACNA2D3	18160048	InnateDB
tri_05685	CREB1	COX7A2	18160048	InnateDB
tri_05686	CREB1	DBR1	18160048	InnateDB
tri_05687	CREB1	DCC	18160048	InnateDB
tri_05688	CREB1	FAM19A5	18160048	InnateDB
tri_05689	CREB1	NKAPD1	18160048	InnateDB
tri_05690	CREB1	GMFB	18160048	InnateDB
tri_05691	CREB1	LIAS	18160048	InnateDB
tri_05692	CREB1	PLIN3	18160048	InnateDB
tri_05693	CREB1	MRTFA	18160048	InnateDB
tri_05694	CREB1	MRPL27	18160048	InnateDB
tri_05695	CREB1	PCSK1N	18160048	InnateDB
tri_05696	CREB1	PLCB1	18160048	InnateDB
tri_05697	CREB1	PRDM8	18160048	InnateDB
tri_05698	CREB1	PTTG1	18160048	InnateDB
tri_05699	CREB1	RFX2	18160048	InnateDB
tri_05700	CREB1	SNAP91	18160048	InnateDB
tri_05701	CREB1	ZNF665	18160048	InnateDB
tri_05702	CREB1	HIST1H4H	18160048	InnateDB
tri_05703	CREB1	KAT8	18160048	InnateDB
tri_05704	CREB1	TRH	18160048, 11134186, 9827656	InnateDB, TFe, TRRUST
tri_05705	CREB1	ME3	18160048	InnateDB
tri_05706	CREB1	PIH1D2	18160048	InnateDB
tri_05707	CREB1	RPL9	18160048	InnateDB
tri_05708	CREB1	EME1	18160048	InnateDB
tri_05709	CREB1	SLU7	18160048	InnateDB
tri_05710	CREB1	WDR5	18160048	InnateDB
tri_05711	CREB1	BCKDK	18160048	InnateDB
tri_05712	CREB1	ERAS	18160048	InnateDB
tri_05713	CREB1	HOXD3	18160048	InnateDB
tri_05714	CREB1	HOXD13	18160048	InnateDB
tri_05715	CREB1	TMEM30A	18160048	InnateDB
tri_05754	CREB1	C2CD6	18160048	InnateDB
tri_05755	CREB1	EMX2	18160048	InnateDB
tri_05756	CREB1	IL1RAPL1	18160048	InnateDB
tri_05757	CREB1	BMS1	18160048	InnateDB
tri_05758	CREB1	MSL3	18160048	InnateDB
tri_05759	CREB1	ZNF677	18160048	InnateDB
tri_05760	CREB1	CSMD3	18160048	InnateDB
tri_05761	CREB1	LRPAP1	18160048	InnateDB
tri_05762	CREB1	COL14A1	18160048	InnateDB
tri_05763	CREB1	TPR	18160048	InnateDB
tri_05764	CREB1	BRIP1	18160048	InnateDB
tri_05765	CREB1	SETD9	18160048	InnateDB
tri_05766	CREB1	KAT2B	18160048	InnateDB
tri_05767	CREB1	CRTC3	18160048	InnateDB
tri_05768	CREB1	DLX6	18160048	InnateDB
tri_05769	CREB1	ETS1	18160048	InnateDB
tri_05770	CREB1	HTT	18160048	InnateDB
tri_05771	CREB1	FAM227B	18160048	InnateDB
tri_05772	CREB1	FANCD2	18160048	InnateDB
tri_05773	CREB1	PLA2G4B	18160048	InnateDB
tri_05774	CREB1	DLD	18160048	InnateDB
tri_05775	CREB1	DHTKD1	18160048	InnateDB
tri_05776	CREB1	RAE1	18160048	InnateDB
tri_05777	CREB1	CADM3	18160048	InnateDB
tri_05778	CREB1	HIST1H2BC	18160048	InnateDB
tri_05779	CREB1	MYRIP	18160048	InnateDB
tri_05780	CREB1	ADAMTS10	18160048	InnateDB
tri_05781	CREB1	WTAP	18160048	InnateDB
tri_05782	CREB1	GREB1L	18160048	InnateDB
tri_05783	CREB1	ZRANB3	18160048	InnateDB
tri_05784	CREB1	MAPKBP1	18160048	InnateDB
tri_05785	CREB1	DTWD1	18160048	InnateDB
tri_05786	CREB1	LGI2	18160048	InnateDB
tri_05787	CREB1	EPHA10	18160048	InnateDB
tri_05788	CREB1	R3HDM1	18160048	InnateDB
tri_05789	CREB1	MMP25	18160048	InnateDB
tri_05790	CREB1	ZNF425	18160048	InnateDB
tri_05791	CREB1	ZNF524	18160048	InnateDB
tri_05792	CREB1	INTS2	18160048	InnateDB
tri_05793	CREB1	MEIS1	18160048	InnateDB
tri_05794	CREB1	AKAP2	18160048	InnateDB
tri_05795	CREB1	CIDEC	18160048	InnateDB
tri_05796	CREB1	CDKN1B	18160048	InnateDB
tri_05797	CREB1	IRX1	18160048	InnateDB
tri_05798	CREB1	SEC61A2	18160048	InnateDB
tri_05799	CREB1	ZIC5	18160048	InnateDB
tri_05800	CREB1	MIER3	18160048	InnateDB
tri_05801	CREB1	DLX5	18160048	InnateDB
tri_06027	CREB1	PPARGC1A	17584738, 19491401, 25225406	InnateDB, TRRUST
tri_06069	CREB1	CEBPD	20971808	InnateDB
tri_06694	CREB1	MUC5B	21832046	InnateDB
tri_06697	CREB1	ORMDL3	22546552	InnateDB
tri_06700	CREB1	CTNNAL1	22359570	InnateDB
tri_06871	CREB1	KIR2DL4	22467658	InnateDB
tri_07453	CREB1	PPP2CA	21346232, 17526027	InnateDB, TRRUST
tri_07860	CREB1	SOD2-OT1	25575725	InnateDB
tri_07963	CREB1	HSPA1A	24041570	InnateDB, Current
tri_07964	CREB1	HSPA1B	24041570	InnateDB, Current
tri_08072	CREB1	IAPP	15243700	ORegAnno_LC
tri_08550	CREB1	ADM	14973073	TFactS
tri_08551	CREB1	AKAP8L	14973073	TFactS
tri_08552	CREB1	ANGPTL2	14973073	TFactS
tri_08553	CREB1	ARPC3	14973073	TFactS
tri_08554	CREB1	ATF5	14973073	TFactS
tri_08555	CREB1	ATP6V0B	14973073	TFactS
tri_08556	CREB1	ATP6V1C1	14973073	TFactS
tri_08557	CREB1	CARS	14973073	TFactS
tri_08558	CREB1	CDK11A	15087126	TFactS
tri_08559	CREB1	CPD	14973073	TFactS
tri_08560	CREB1	CSRP2	14973073	TFactS
tri_08561	CREB1	DCT	1999537	TFactS
tri_08562	CREB1	DKK2	14973073	TFactS
tri_08563	CREB1	EDN1	14973073	TFactS
tri_08564	CREB1	ETV6	14973073	TFactS
tri_08565	CREB1	EXOSC6	14973073	TFactS
tri_08566	CREB1	GABARAP	14973073	TFactS
tri_08567	CREB1	GAD1	14973073	TFactS
tri_08568	CREB1	GALNT1	14973073	TFactS
tri_08569	CREB1	GAP43	14973073	TFactS
tri_08570	CREB1	HERPUD1	14973073	TFactS
tri_08571	CREB1	IRF7	14973073	TFactS
tri_08572	CREB1	LGALS8	14973073	TFactS
tri_08573	CREB1	NDUFA4	14973073	TFactS
tri_08574	CREB1	NKX6-2	14973073	TFactS
tri_08575	CREB1	PITPNB	14973073	TFactS
tri_08576	CREB1	PSENEN	16449647	TFactS
tri_08577	CREB1	SEC63	14973073	TFactS
tri_08578	CREB1	SPP1	20587945, 21467818, 21276840, 20965237	TFactS
tri_08579	CREB1	SQSTM1	14973073	TFactS
tri_08580	CREB1	SRPK2	14973073	TFactS
tri_08581	CREB1	SRSF10	14973073	TFactS
tri_08582	CREB1	TFAP2A	20805990	TFactS
tri_08583	CREB1	TFRC	14973073	TFactS
tri_08584	CREB1	TOM1	14973073	TFactS
tri_08585	CREB1	ZFP36	14973073	TFactS
tri_10502	CREB1	DIO2	12082130	TFe
tri_10503	CREB1	CD68	14754893	TFe
tri_10504	CREB1	CRH	10319317	TFe
tri_10505	CREB1	DBH	9341190	TFe
tri_10506	CREB1	TAC1	8032684	TFe
tri_10507	CREB1	TH	11108136	TFe, TRRUST
tri_10508	CREB1	G6PC	11544200	TFe
tri_10509	CREB1	PLAT	7543410, 8647095	TFe, TRRUST, Current
tri_10510	CREB1	RARB	2164682	TFe
tri_10511	CREB1	INS-IGF2	11544200	TFe
tri_10512	CREB1	VIP	1847391	TFe, TRRUST
tri_11638	CREB1	INS	11544200	TFe
tri_11639	CREB1	PITX2	18424556	TFe, Current
tri_12547	CREB1	ACACA	19842072	TRRUST
tri_12548	CREB1	ADRA1A	10520459	TRRUST
tri_12549	CREB1	AQP3	18495115	TRRUST
tri_12550	CREB1	AR	15994978, 21457548	TRRUST
tri_12551	CREB1	BCL2L11	20367563	TRRUST
tri_12552	CREB1	BDKRB1	10842322	TRRUST
tri_12553	CREB1	BDKRB2	15632413	TRRUST
tri_12554	CREB1	BDNF	11719924	TRRUST
tri_12555	CREB1	CASP8	18342014	TRRUST
tri_12556	CREB1	CCK	15030385, 15073527	TRRUST
tri_12557	CREB1	CD4	9765424	TRRUST
tri_12558	CREB1	CGA	10341006	TRRUST
tri_12559	CREB1	CRTC1	17334997	TRRUST
tri_12560	CREB1	CXCR4	11874984	TRRUST
tri_12561	CREB1	CYP11A1	11057754	TRRUST
tri_12562	CREB1	CYP11B1	11196473	TRRUST
tri_12563	CREB1	CYP11B2	11196473	TRRUST
tri_12564	CREB1	CYP17A1	2543297	TRRUST
tri_12565	CREB1	CYP19A1	15955695, 16740737, 23566437	TRRUST, Current
tri_12566	CREB1	ERBB2	10698518	TRRUST
tri_12567	CREB1	ETV3	14754893	TRRUST, Current
tri_12568	CREB1	FLT1	7499271	TRRUST
tri_12569	CREB1	FOXA1	22577344	TRRUST
tri_12570	CREB1	GABPA	10585419	TRRUST
tri_12571	CREB1	GRPR	18483184	TRRUST
tri_12572	CREB1	GSK3A	11579131	TRRUST
tri_12573	CREB1	GSK3B	11579131	TRRUST
tri_12574	CREB1	HLA-DOB	12938212	TRRUST
tri_12575	CREB1	HLA-DQB1	1324879	TRRUST
tri_12576	CREB1	HMOX1	14523007	TRRUST
tri_12577	CREB1	HPGD	10650939	TRRUST
tri_12578	CREB1	IL5RA	9742933	TRRUST
tri_12579	CREB1	JUN	8647095, 10403485	TRRUST
tri_12580	CREB1	LAPTM4B	23469012	TRRUST, Current
tri_12581	CREB1	LYL1	23000483	TRRUST
tri_12582	CREB1	MC2R	17712720	TRRUST
tri_12583	CREB1	MITF	19937254, 17083486	TRRUST
tri_12584	CREB1	MMP2	10506168	TRRUST
tri_12585	CREB1	MSMB	9704017	TRRUST
tri_12586	CREB1	MUC4	19757157, 11418607	TRRUST
tri_12587	CREB1	NDC80	17822787	TRRUST
tri_12588	CREB1	NF1	10435592	TRRUST
tri_12589	CREB1	NMNAT2	22027994	TRRUST, Current
tri_12590	CREB1	NPY	12967770	TRRUST
tri_12591	CREB1	NR2F1	15955695	TRRUST
tri_12592	CREB1	NR2F6	15955695	TRRUST
tri_12593	CREB1	NR4A3	10701778	TRRUST
tri_12594	CREB1	NR5A2	18191017	TRRUST
tri_12595	CREB1	NRF1	20587593	TRRUST, Current
tri_12596	CREB1	NTS	7791794	TRRUST
tri_12597	CREB1	ODC1	1356108	TRRUST
tri_12598	CREB1	PLAU	11776974	TRRUST
tri_12599	CREB1	POLD2	10978529	TRRUST
tri_12600	CREB1	PPM1D	19015127	TRRUST
tri_12601	CREB1	PPP2R2B	20533062	TRRUST
tri_12602	CREB1	PRL	17187171	TRRUST
tri_12603	CREB1	PSEN1	11116137	TRRUST
tri_12604	CREB1	PTGES	20688046	TRRUST
tri_12605	CREB1	RP1	11593399	TRRUST
tri_12606	CREB1	RRM2B	11978967	TRRUST
tri_12607	CREB1	SLC19A1	11078737	TRRUST
tri_12608	CREB1	SLC20A1	11722845	TRRUST
tri_12609	CREB1	SLC22A8	16809478	TRRUST
tri_12610	CREB1	SLC39A1	19026724	TRRUST
tri_12611	CREB1	SMAD6	14755548	TRRUST
tri_12612	CREB1	SNAI1	15955695	TRRUST
tri_12613	CREB1	SNAI2	15955695	TRRUST
tri_12614	CREB1	SOX9	17289023	TRRUST, Current
tri_12615	CREB1	SPRY2	14644509	TRRUST
tri_12616	CREB1	STMN1	23000483	TRRUST
tri_12617	CREB1	TLR9	15294971	TRRUST
tri_12618	CREB1	XPC	21507255	TRRUST
tri_12679	CREB1	IBSP	23485603	TRRUST
tri_18569	CREB1	ACSL4	23376217	TRRUST, Current
tri_18570	CREB1	CFTR	10417323	TRRUST
tri_18571	CREB1	CLDN11	17226765	TRRUST, Current
tri_18572	CREB1	CRTC2	23677932	TRRUST
tri_18573	CREB1	ENTPD1	20178980	TRRUST, Current
tri_18574	CREB1	ESR1	20023170	TRRUST, Current
tri_18575	CREB1	ETV2	23185546	TRRUST, Current
tri_18576	CREB1	HSPA5	12871976	TRRUST, Current
tri_18577	CREB1	LDHA	9632793	TRRUST, Current
tri_18578	CREB1	MIF	19747950	TRRUST
tri_18579	CREB1	NFKBIZ	15527973	TRRUST, Current
tri_18580	CREB1	NOCT	12370297	TRRUST
tri_18581	CREB1	PDE3B	16702214	TRRUST
tri_18582	CREB1	PENK	8170480	TRRUST
tri_18583	CREB1	PRKCE	16783639	TRRUST
tri_18584	CREB1	NECTIN2	16250013	TRRUST, Current
tri_18585	CREB1	TWIST1	17157810	TRRUST
tri_22702	CREB1	PNPLA6	23517531	Current
tri_22703	CREB1	USP22	25607216	Current
tri_22704	CREB1	FOSB	22649236	Current
tri_22705	CREB1	HBG2	19861239	Current
tri_22706	CREB1	TMEM173	27835584	Current
tri_22707	CREB1	CCN1	18819928	Current
tri_22708	CREB1	ASCL1	17124508	Current
tri_22709	CREB1	RFC3	25541153	Current
tri_22710	CREB1	THBS1	27281481	Current
tri_22711	CREB1	TP53	19930465	Current
tri_22712	CREB1	CCNC	19683536	Current
tri_00089	JUN	IL2	9233628, 7739550, 8468462, 8660843, 7565732, 8473495, 9590239, 12370343, 7989759, 1737937, 21832163, 19181930, 9065434, 20557936, 7642615, 8092900, 16168555, 2124241	CytReg, HTRIdb_LC, InnateDB, TRRUST
tri_00091	JUN	IL5	10491186, 12452838, 17845581, 16373364, 9234684	CytReg, TFe
tri_00092	JUN	IFNB1	20048166, 10848607, 17652396	CytReg, InnateDB, TRRUST
tri_00099	JUN	IL6	11120852, 15158360, 20511231, 18502099, 25567680, 24676671, 20862675, 26513016, 10542237, 20351184, 20371366, 21098092, 24994901, 20225236, 15649404, 18490655	CytReg, InnateDB, TRRUST
tri_00104	JUN	IL3	8454603, 8228815, 7642615	CytReg, TRRUST
tri_00111	JUN	CCL5	11413310, 10760799, 26096887, 19828633, 7513046	CytReg, TRRUST
tri_00116	JUN	TNF	10748079, 10754326, 9566900, 7896795, 12759366, 10837498, 10954918, 10688670, 10913190, 25567680, 16483936, 16199883, 15546613, 10318823, 19285436, 11739517, 9826775, 11490006, 12509451, 21098092, 11028563	CytReg, InnateDB, TRRUST
tri_00121	JUN	IL12B	14688340, 15270850, 25567680, 16893987, 19893639	CytReg, TRRUST
tri_00126	JUN	IL1A	8688489, 19299558	CytReg, HTRIdb_LC, InnateDB, TRRUST
tri_00128	JUN	IFNG	9558063, 8756632, 7759501, 20304822, 18641343, 22123848, 15522880, 11801649, 15187132, 16713974, 11943142, 12626576, 20006311, 12836278, 8982782, 12594853, 14734615	CytReg, HTRIdb_LC, InnateDB, TFactS, TRRUST
tri_00131	JUN	TGFB1	10843986, 12794825, 23437118, 16365456, 15546613, 17270292	CytReg, TFactS, TRRUST
tri_00132	JUN	IL1B	17283046, 18566416, 19299558, 11306276	CytReg, InnateDB, TRRUST
tri_00135	JUN	IL23A	22904313, 19592489, 17569750	CytReg, InnateDB, TRRUST
tri_00233	JUN	IL24	10942517, 21357535	CytReg, TRRUST
tri_00245	JUN	CXCL8	16834785, 18772138, 15057743, 24284797, 10969814, 14612204, 27856305, 24048734, 19734226, 25567680, 17586662, 16818736, 14670967, 22095787, 17197543, 17471497, 19132242, 19064995, 18198374, 16701870, 18684922, 11120852, 12218154, 12643600, 12716652	CytReg, HTRIdb_LC, InnateDB, TRRUST
tri_00264	JUN	IL4	9133600, 10772943, 21989417, 15546613, 9310836, 21454593, 12594266, 9889198, 18768853	CytReg, InnateDB, TRRUST
tri_00277	JUN	TNFSF15	23642711	CytReg
tri_00333	JUN	IL1RN	11933077	CytReg
tri_00435	JUN	IL11	9488674, 15546613, 12929935, 20927330	CytReg, InnateDB, TRRUST
tri_00437	JUN	CSF2	9862439, 9190901, 11509589, 12760745, 15840658	CytReg, InnateDB, TFe, TRRUST
tri_00443	JUN	CCL15	16364464	CytReg
tri_00502	JUN	CCL2	23583295, 18443042, 14752027, 19299558	CytReg, InnateDB, TRRUST
tri_00534	JUN	IL10	25567680, 28100679	CytReg
tri_00547	JUN	CX3CL1	25040843	CytReg
tri_00576	JUN	CXCL12	21465475	CytReg
tri_00680	JUN	IL13	21989417, 15494506	CytReg, InnateDB, Current
tri_00699	JUN	FASLG	15546613, 14563113, 19670268, 9710625	CytReg, TRRUST
tri_00796	JUN	IL32	18239058	CytReg
tri_00859	JUN	CXCL2	15666090, 19299558, 12914794, 14597166, 20671197	CytReg, TRRUST
tri_00895	JUN	IL18	10975835	CytReg, InnateDB
tri_00945	JUN	IL21	22983707	CytReg
tri_00949	JUN	IL17A	22983707, 21600798	CytReg
tri_01040	JUN	KITLG	17145782	CytReg
tri_01091	JUN	CCL7	19299558	CytReg
tri_01094	JUN	CSF1	24994901, 7642615	CytReg, InnateDB, TRRUST
tri_01096	JUN	CXCL9	19299558	CytReg
tri_01098	JUN	CXCL10	19299558	CytReg, InnateDB
tri_01100	JUN	CCL4	19299558	CytReg, InnateDB
tri_01164	JUN	IL31	25595785	CytReg
tri_01215	JUN	NT5E	28652246	ENdb
tri_01468	JUN	FOXF1	30119690	ENdb
tri_01572	JUN	PLAUR	21937508, 17510314, 11234878, 16893520, 10471035, 8761947, 7929309	ENdb, HTRIdb_LC, TRRUST
tri_01685	JUN	ARID1A	27941798	ENdb
tri_01709	JUN	LAMA2	29272704	ENdb
tri_01710	JUN	SPRED2	29272704	ENdb
tri_01711	JUN	VEGFA	29272704, 19553068, 11731421	ENdb, HTRIdb_LC, TRRUST
tri_02262	JUN	NAT1	12946272	HTRIdb_LC
tri_02263	JUN	APP	8015372, 26510981	HTRIdb_LC, InnateDB, TRRUST
tri_02264	JUN	CCND1	14672732, 17146436, 17637753, 10500157, 16393119, 19435822, 20220142, 21474819, 10790372, 16966326, 17477349, 23135283, 12794082, 18567804, 23172667	HTRIdb_LC, InnateDB, TFactS, TRRUST
tri_02265	JUN	CSTA	9651321	HTRIdb_LC, TRRUST
tri_02266	JUN	CYP2J2	12737630, 16008525	HTRIdb_LC, TRRUST
tri_02267	JUN	NQO1	9058597, 11035254, 8004128	HTRIdb_LC, TRRUST
tri_02268	JUN	GCLC	11912197, 19666106, 11233143, 16054171, 9175757	HTRIdb_LC, InnateDB, TRRUST
tri_02269	JUN	IGF1	19103645	HTRIdb_LC
tri_02270	JUN	ITGAX	8649405, 8649434, 12576324	HTRIdb_LC, InnateDB, TRRUST
tri_02271	JUN	MMP1	15090544, 10995748, 19028685, 19708869, 20225236, 9334186	HTRIdb_LC, TFactS, TRRUST
tri_02272	JUN	MMP12	12622720, 10807873, 11444842, 18823978	HTRIdb_LC, ORegAnno_LC, TRRUST
tri_02273	JUN	NTRK1	15870692	HTRIdb_LC
tri_02274	JUN	PGR	12446585, 14684847	HTRIdb_LC, TRRUST
tri_02275	JUN	PON1	21044622	HTRIdb_LC
tri_02276	JUN	PPARA	18625220, 10542237	HTRIdb_LC, TRRUST
tri_02277	JUN	PPARD	18625220	HTRIdb_LC, TRRUST
tri_02278	JUN	TP53	17321721, 22859294, 10348347, 10072388	HTRIdb_LC, TRRUST
tri_02279	JUN	UGT2B15	19487245	HTRIdb_LC, TRRUST
tri_02280	JUN	EZR	19164283	HTRIdb_LC, TRRUST
tri_03627	JUN	SELE	9006914	InnateDB
